Code groupe;Libelle groupe;Type groupe;Milieu groupe;Support groupe;Code paramètre;Libelle paramètre;Fraction paramètre;Unite parametre;Defaut parametre;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;6854;MetolClESA;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;6855;AlaCl OXA;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;6856;AcetoClESA;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;6862;AcetoClOXA;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;6883;AcetoClSAA;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;6894;MetazClOXA;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;6895;MetazClESA;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1135;CHCl3;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1272;TTCE;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1284;TCA 1.1.1;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1286;TCE;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1958;4-nonylphe;Eau brute;nanogramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;2766;Bisphenol;Eau brute;nanogramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;5347;PFOA;Eau brute;nanogramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;5977;PFHpA;Eau brute;nanogramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;5978;PFHxA;Eau brute;nanogramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;6550;PFDS;Eau brute;nanogramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;6561;PFOS;Eau brute;nanogramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;6616;DEHP;Eau brute;nanogramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;6660;Tolytriazo;Eau brute;nanogramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;6830;PFHS;Eau brute;nanogramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;7543;benzotriaz;Eau brute;nanogramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1129;Carbendaz.;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1141;24D;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1175;Diméthoate;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1206;Iprodione;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1209;Linuron;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1210;Malathion;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1212;2.4-MCPA;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1253;Prochloraz;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1261;Pyrimiph.M;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1278;Toluene;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1359;Cyprodinil;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1406;Lénacile;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1414;Propyzamid;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1462;nBut.Phtal;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1474;CProphame;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1480;Dicamba;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1528;Pirimicarb;Eau brute;microgramme par litre;N;
3101;Autres paramètres;ANA;Prélèvements et analyses eaux souterraines;Eau;1694;Tébuco.;Eau brute;microgramme par litre;N;
3102;Majeurs et métaux bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1340;NO3-;;milligramme de nitrate par litre;N;
3102;Majeurs et métaux bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1339;NO2-;;milligramme de nitrite par litre;N;
3102;Majeurs et métaux bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1335;NH4+;;milligramme d'ammonium par litre;N;
3102;Majeurs et métaux bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1750;Mat.S180;;milligramme par litre;O;
3102;Majeurs et métaux bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1345;Dureté;;degré français;O;
3102;Majeurs et métaux bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1380;Sn;;milligramme d'étain par kilogramme;O;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;6755;Metformine;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;7594;BPS;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1082;B(a)A;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1092;Prosulfoca;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1116;Benzo(b)fl;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1122;Bromoforme;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1133;Chloridazo;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1139;Cymoxanil;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1150;Déméton-O;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1158;2BrClMet.;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1167;2ClBrMét.;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1169;Dichlorpro;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1176;Dinoterbe;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1184;Ethofumés;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1185;Fénarimol;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1191;Fluoranth.;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1197;Heptachlor;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1204;Indénopyr.;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1215;Métamitron;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1225;Métribuzin;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1228;Monuron;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1269;Terbutryne;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1288;Triclopyr;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1403;Diméthomor;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1432;Pyriméthan;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1453;Acenaphten;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1456;12DCEtn C;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1476;Chrysène;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1487;DCProp-1.3;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1517;Naphtalène;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1519;Napropamid;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1524;Phénanthr.;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1537;Pyrène;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1618;Me2 Napht.;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1621;DB(ah)anth;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1623;Fluorène;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1662;Sulcotrion;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1680;Cypronazol;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1688;Aclonifène;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1699;Diquat;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1708;Piclorame;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1738;DBA;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1743;Endosulfan;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1752;ClO3-;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1763;Ethidimuro;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1765;Fluroxypyr;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1797;MetsulfurM;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1816;Fosetyl;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1879;Metconazol;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1913;Thifensulf;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1940;Thiafluami;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1959;4-ter-ocph;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1965;asulame;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1969;mepiquat;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2008;Flurtamone;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2011;Dichlorob;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2013;Antquinone;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2017;Clomazone;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2051;Dés-terbum;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2076;Mésotrione;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2085;Sulfosulfu;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2087;Quinmerac;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2096;Trinexapac;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2534;Prosulfuro;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2546;Dimétachlo;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2563;Iodosulfur;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2566;OCDD;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2575;678HpCDD;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2578;MesosulMet;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2596;678HpCDF;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2597;1234789Hep;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2610;4-tert-but;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2629;EE;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2744;Fosthiazat;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2773;Diméthylam;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2806;Foramsulfu;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2810;Florasulam;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2915;BDE100;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2916;PBDE99;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2929;Dichlormid;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2962;Hydr. dis.;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2978;Clethodim;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2986;Imazamox;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;5248;OCDF;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;5299;N-Butylben;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;5424;Sotalol;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;5554;Chlormequa;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;5597;Daminozide;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;5645;Hydrazide;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;6390;thiam;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;6393;Flonicamid;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;6519;Cafeine;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;6520;Cotinine;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;6522;Erythrom;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;6540;Ciprofloxa;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;6618;HHCB;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;6720;Tramadol;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;6731;Metronidaz;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;6735;Aspirine;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;6751;pXanthine;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;7012;2OHIbuprof;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;7522;Beflu;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1102;Aldicarbe;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1123;Bromoph. E;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1124;Bromoph. M;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1134;Chlorméph.;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1194;Flusilazol;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1213;2.4-MCPB;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1214;Mécoprop;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1222;Métoxuron;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1232;Parath. E;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1233;Parath. M;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1266;Terbuméton;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1333;Carbétamid;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1665;Phoxime;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1669;Norflurazo;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1678;Dimethamid;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1706;Métalaxyl;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1810;Clopyralid;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1824;Polymères;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1882;Nicosulfur;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1945;Isoxafluto;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1975;fosetyl-al;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2018;Cloq-mex;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2022;Fludioxoni;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;2576;Pyraclostr;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;5603;Prothiocon;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1315;Oxyd.Ac.Ch;Eau brute;milligramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1348;SiO2;Eau brute;milligramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1361;U;Phase aqueuse de l'eau (filtrée, centrifugée...);microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1368;Ag;Phase aqueuse de l'eau (filtrée, centrifugée...);microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1373;Ti;Phase aqueuse de l'eau (filtrée, centrifugée...);microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1377;Be;Phase aqueuse de l'eau (filtrée, centrifugée...);microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1379;Co;Phase aqueuse de l'eau (filtrée, centrifugée...);microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1380;Sn;Phase aqueuse de l'eau (filtrée, centrifugée...);microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1384;V;Phase aqueuse de l'eau (filtrée, centrifugée...);microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1395;Mo;Phase aqueuse de l'eau (filtrée, centrifugée...);microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1667;Oxadiazon;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1083;EtChlorpy;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1140;Cyperméth.;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1148;DDT 44';Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1173;Dieldrine;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1207;Isodrine;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1289;Triflural.;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1464;Chlorfenvi;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1094;LdaCihalo;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1128;Captane;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1130;Carbofuran;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1143;DDD 24';Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1149;Deltameth.;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1189;Fenpropimo;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1192;Folpel;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1205;Ioxynil;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1211;Mancozèbe;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1216;Méthabenzt;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1218;Méthomyl;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1227;Monolinuro;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1230;Ométhoate;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1234;Pendiméth.;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1255;Propargite;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1259;Pyridate;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1290;Vamidothio;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1405;Hexaconazo;Eau brute;microgramme par litre;N;
3103;Autres paramètres bis;ANA;Prélèvements et analyses eaux souterraines;Eau;1463;Carbaryl;Eau brute;microgramme par litre;N;
